point_id,mean,min,max,std,status,lc2022,total_peaks,geo
00000000000000001e16,0.603,0.2303,0.9223,0.1651,DISCARDED (Crop or Disturbance),4,22.0,"{""type"":""Point"",""coordinates"":[86.85716171627827,27.29939699188002]}"
00000000000000001e17,0.6568,0.229,0.8995,0.1482,DISCARDED (Crop or Disturbance),4,13.0,"{""type"":""Point"",""coordinates"":[84.38266385048745,28.003047597214834]}"
00000000000000001e18,0.709,0.453,0.9143,0.1042,STABLE NON-CROP (Rangeland),4,21.0,"{""type"":""Point"",""coordinates"":[81.14495516659093,29.15756236916462]}"
00000000000000001e19,0.5482,0.1789,0.8539,0.1414,DISCARDED (Crop or Disturbance),4,14.0,"{""type"":""Point"",""coordinates"":[82.49323571571716,28.120816915137393]}"
00000000000000001e1a,0.6921,0.3356,0.9249,0.138,STABLE NON-CROP (Forest),4,22.0,"{""type"":""Point"",""coordinates"":[87.54329697267515,26.941237536166195]}"
00000000000000001e1b,0.6714,0.3333,0.9467,0.1497,STABLE NON-CROP (Forest),4,22.0,"{""type"":""Point"",""coordinates"":[83.19500012130635,28.281166189019302]}"
00000000000000001e1c,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.28231377903387,27.851054678707083]}"
00000000000000001e1d,0.5443,0.2575,0.8406,0.15,STABLE NON-CROP (Forest),4,22.0,"{""type"":""Point"",""coordinates"":[85.86704062286589,27.597728688759762]}"
00000000000000001e1e,0.3377,0.0737,0.6678,0.1228,DISCARDED (Crop or Disturbance),9,18.0,"{""type"":""Point"",""coordinates"":[87.84458951265438,27.78313811056204]}"
00000000000000001e1f,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.05424460104588,27.203994524841544]}"
00000000000000001e20,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[85.43045895692511,28.267151234408328]}"
00000000000000001e21,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.17001531451129,28.65118239443424]}"
00000000000000001e22,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[82.75356695341942,29.097467064267317]}"
00000000000000001e23,0.1193,0.0436,0.4618,0.0603,DISCARDED (Crop or Disturbance),5,1.0,"{""type"":""Point"",""coordinates"":[86.77793240876065,26.770917712328774]}"
00000000000000001e24,0.6376,0.2078,0.9482,0.1742,DISCARDED (Crop or Disturbance),10,17.0,"{""type"":""Point"",""coordinates"":[81.94238958528182,29.09422975690252]}"
00000000000000001e25,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[82.03320809643736,29.054887108307966]}"
00000000000000001e26,0.6702,0.373,0.8791,0.1238,STABLE NON-CROP (Rangeland),4,20.0,"{""type"":""Point"",""coordinates"":[80.97274914300792,29.291772392671223]}"
00000000000000001e27,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[83.78573291066475,28.45013936433859]}"
00000000000000001e28,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.29156149102612,28.730411701951876]}"
00000000000000001e29,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[83.39873644843829,28.78781370981288]}"
00000000000000001e2a,0.7569,0.3802,0.9135,0.1036,STABLE NON-CROP (Rangeland),4,17.0,"{""type"":""Point"",""coordinates"":[87.57994632423342,27.353294146313022]}"
00000000000000001e2b,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[85.72717200012245,28.307844990622076]}"
00000000000000001e2c,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.78736340748868,26.849072376492515]}"
00000000000000001e2d,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.92723203023212,27.259242786893743]}"
00000000000000001e2e,0.7272,0.3312,0.9158,0.1328,STABLE NON-CROP (Forest),4,15.0,"{""type"":""Point"",""coordinates"":[81.03580975010573,28.94493013543105]}"
00000000000000001e2f,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.80091861109857,27.686121448942217]}"
00000000000000001e30,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[82.29893038731323,29.393368551072935]}"
00000000000000001e31,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[85.22725772191957,27.04903630413325]}"
00000000000000001e32,,,,,DISCARDED (Insufficient Samples),11,,"{""type"":""Point"",""coordinates"":[84.52414666781223,28.337761099589642]}"
00000000000000001e33,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[84.239290374316,28.70966350475019]}"
00000000000000001e34,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[80.74179000394467,28.82527461776288]}"
00000000000000001e35,0.1514,-0.0113,0.3451,0.0665,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[83.16912841699425,28.998292197737634]}"
00000000000000001e36,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[85.05747744930963,28.273349384872613]}"
00000000000000001e37,0.6812,0.2598,0.8909,0.1243,STABLE NON-CROP (Forest),4,20.0,"{""type"":""Point"",""coordinates"":[86.11227780350225,27.088922963056323]}"
00000000000000001e38,0.6959,0.4073,0.8904,0.1174,STABLE NON-CROP (Rangeland),11,21.0,"{""type"":""Point"",""coordinates"":[84.88176657229859,28.308924093077007]}"
00000000000000001e39,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[87.95292783184891,27.558381581064154]}"
00000000000000001e3a,0.2474,0.1426,0.4556,0.0669,DISCARDED (Crop or Disturbance),9,12.0,"{""type"":""Point"",""coordinates"":[83.21170837295361,28.84953212749362]}"
00000000000000001e3b,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.57911108155865,29.591985830195522]}"
00000000000000001e3c,0.751,0.4608,0.9305,0.0888,STABLE NON-CROP (Rangeland),4,13.0,"{""type"":""Point"",""coordinates"":[83.00258099264805,28.347459644380887]}"
00000000000000001e3d,0.6341,0.2219,0.8998,0.1732,DISCARDED (Crop or Disturbance),4,17.0,"{""type"":""Point"",""coordinates"":[82.75222030490129,27.86506517421701]}"
00000000000000001e3e,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[83.32489819409429,29.112289116168977]}"
00000000000000001e3f,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[83.93152767870822,28.601597190719925]}"
00000000000000001e40,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.42273825524737,27.06601656094477]}"
00000000000000001e41,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[88.03970193834895,27.823296774649375]}"
00000000000000001e42,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[86.82239856446562,27.78313811056204]}"
00000000000000001e43,0.7077,0.378,0.9214,0.1115,STABLE NON-CROP (Rangeland),4,18.0,"{""type"":""Point"",""coordinates"":[82.47760656652481,28.509699577109465]}"
00000000000000001e44,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[87.99227493954452,27.555955830091087]}"
00000000000000001e45,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.47186370796058,28.242626178614373]}"
00000000000000001e46,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[81.88364092890266,30.338488396653943]}"
00000000000000001e47,0.691,0.3513,0.921,0.1201,STABLE NON-CROP (Forest),4,14.0,"{""type"":""Point"",""coordinates"":[82.6923925460672,28.23158098530499]}"
00000000000000001e48,0.0517,-0.0045,0.0837,0.0129,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[83.11523126256125,28.80344731810626]}"
00000000000000001e49,0.6636,0.2668,0.9284,0.177,STABLE NON-CROP (Forest),4,19.0,"{""type"":""Point"",""coordinates"":[87.28592657807236,27.171657124001957]}"
00000000000000001e4a,0.5019,0.1939,0.9004,0.1597,DISCARDED (Crop or Disturbance),4,15.0,"{""type"":""Point"",""coordinates"":[86.22492807341546,27.560535326872973]}"
00000000000000001e4b,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[82.59672253296552,29.777399711098855]}"
00000000000000001e4c,0.021,-0.0073,0.0481,0.0116,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[83.9161660755791,29.075635305509653]}"
00000000000000001e4d,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[88.10384164790173,26.98489659458048]}"
00000000000000001e4e,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.68449594169414,27.29616414361627]}"
00000000000000001e4f,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.19672672059923,27.602847736769117]}"
00000000000000001e50,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.98436203292887,27.370274403124544]}"
00000000000000001e51,0.2137,0.0974,0.3355,0.0439,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[82.83360781732877,29.422477562749833]}"
00000000000000001e52,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[82.7721614048123,29.234637930873426]}"
00000000000000001e53,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.28690957805834,27.162765676501387]}"
00000000000000001e54,0.7262,0.3736,0.9066,0.1156,STABLE NON-CROP (Rangeland),4,14.0,"{""type"":""Point"",""coordinates"":[86.88734537130907,27.051462055106324]}"
00000000000000001e55,,,,,DISCARDED (Insufficient Samples),11,,"{""type"":""Point"",""coordinates"":[82.28653408638466,29.875495475173615]}"
00000000000000001e56,0.3118,0.1046,0.6093,0.1245,DISCARDED (Crop or Disturbance),9,22.0,"{""type"":""Point"",""coordinates"":[84.84565231286673,28.543923177694662]}"
00000000000000001e57,0.769,0.3578,0.8921,0.0871,STABLE NON-CROP (Rangeland),4,11.0,"{""type"":""Point"",""coordinates"":[83.84313491852576,28.24667058326985]}"
00000000000000001e58,0.6251,0.3058,0.7622,0.0753,STABLE NON-CROP (Rangeland),4,12.0,"{""type"":""Point"",""coordinates"":[86.02199884357418,27.887704030265343]}"
00000000000000001e59,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.46961385968281,28.525596272364997]}"
00000000000000001e5a,0.7801,0.2323,0.99,0.1337,DISCARDED (Crop or Disturbance),4,12.0,"{""type"":""Point"",""coordinates"":[84.56133557059798,28.265804585890184]}"
00000000000000001e5b,0.6583,0.4005,0.848,0.0859,STABLE NON-CROP (Rangeland),4,14.0,"{""type"":""Point"",""coordinates"":[82.20703277370278,29.460745567990504]}"
00000000000000001e5c,0.6615,0.3495,0.8468,0.1137,STABLE NON-CROP (Rangeland),4,16.0,"{""type"":""Point"",""coordinates"":[80.75257211029191,29.319797842792138]}"
00000000000000001e5d,0.6832,0.0691,0.8751,0.1248,DISCARDED (Crop or Disturbance),4,20.0,"{""type"":""Point"",""coordinates"":[86.14084280485064,27.681269946996068]}"
00000000000000001e5e,0.6038,0.2997,0.8625,0.141,STABLE NON-CROP (Forest),4,18.0,"{""type"":""Point"",""coordinates"":[85.04508114838104,27.771820912088398]}"
00000000000000001e5f,0.7021,0.3471,0.934,0.1404,STABLE NON-CROP (Forest),4,18.0,"{""type"":""Point"",""coordinates"":[87.37216559244601,27.693398701861447]}"
00000000000000001e60,0.7211,0.3496,0.891,0.1331,STABLE NON-CROP (Rangeland),4,16.0,"{""type"":""Point"",""coordinates"":[82.98560073583653,27.871263324681294]}"
00000000000000001e61,0.6321,0.2892,0.8501,0.1369,STABLE NON-CROP (Forest),4,16.0,"{""type"":""Point"",""coordinates"":[81.49691647184046,28.70858440229526]}"
00000000000000001e62,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.23507452606627,27.15440932112723]}"
00000000000000001e63,0.6764,0.5112,0.8282,0.0719,STABLE NON-CROP (Rangeland),11,19.0,"{""type"":""Point"",""coordinates"":[82.96296633888925,28.333449148870958]}"
00000000000000001e64,0.5696,0.3896,0.785,0.087,STABLE NON-CROP (Rangeland),11,19.0,"{""type"":""Point"",""coordinates"":[86.12817895785884,27.899021228738988]}"
00000000000000001e65,0.7017,0.1946,0.9231,0.1297,DISCARDED (Crop or Disturbance),4,10.0,"{""type"":""Point"",""coordinates"":[84.0369006957022,28.24289818377863]}"
00000000000000001e66,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[83.89245257617688,28.484095418860573]}"
00000000000000001e67,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.40701300358609,27.10482411741291]}"
00000000000000001e68,0.6991,0.3526,0.879,0.13,STABLE NON-CROP (Rangeland),4,13.0,"{""type"":""Point"",""coordinates"":[81.46080221240861,28.688103751156778]}"
00000000000000001e69,0.5937,0.1832,0.911,0.1561,DISCARDED (Crop or Disturbance),4,22.0,"{""type"":""Point"",""coordinates"":[82.57677697395346,29.041679250987663]}"
00000000000000001e6a,0.5582,0.0613,0.901,0.1899,DISCARDED (Crop or Disturbance),4,18.0,"{""type"":""Point"",""coordinates"":[83.20928262198053,28.56602248251554]}"
00000000000000001e6b,0.1629,0.0257,0.3541,0.0657,STABLE NON-CROP (Barren/Water),9,1.0,"{""type"":""Point"",""coordinates"":[83.16562356356626,29.119294363923935]}"
00000000000000001e6c,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.2236730682652,26.865513082076575]}"
00000000000000001e6d,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.01776669308187,27.97852254142088]}"
00000000000000001e6e,,,,,DISCARDED (Insufficient Samples),5,,"{""type"":""Point"",""coordinates"":[81.20262472051515,28.40405455495122]}"
00000000000000001e6f,0.7923,0.5795,0.9,0.0647,STABLE NON-CROP (Rangeland),4,12.0,"{""type"":""Point"",""coordinates"":[82.8686429743057,28.631508840586438]}"
00000000000000001e70,0.7468,0.3694,0.9119,0.1155,STABLE NON-CROP (Rangeland),4,16.0,"{""type"":""Point"",""coordinates"":[81.03796349591455,28.985356345581582]}"
00000000000000001e71,0.6893,0.3004,0.8669,0.1278,STABLE NON-CROP (Forest),4,16.0,"{""type"":""Point"",""coordinates"":[80.58036162760783,29.01230269324756]}"
00000000000000001e72,0.0562,-0.0197,0.1889,0.0412,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[83.34106689451407,29.193944174659677]}"
00000000000000001e73,0.176,0.0012,0.3406,0.0614,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[83.14810821462831,29.103125663504144]}"
00000000000000001e74,0.7374,0.5079,0.8777,0.0723,STABLE NON-CROP (Rangeland),4,17.0,"{""type"":""Point"",""coordinates"":[81.18942132229589,29.362377798751492]}"
00000000000000001e75,0.7367,0.3187,1.0144,0.116,STABLE NON-CROP (Forest),4,9.0,"{""type"":""Point"",""coordinates"":[82.91634197827442,27.982294940912094]}"
00000000000000001e76,,,,,DISCARDED (Insufficient Samples),5,,"{""type"":""Point"",""coordinates"":[86.50358621644739,26.643445390513918]}"
00000000000000001e77,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[82.05530740125822,28.966761894188714]}"
00000000000000001e78,0.6965,0.3219,0.88,0.1354,STABLE NON-CROP (Forest),4,14.0,"{""type"":""Point"",""coordinates"":[80.22624657654947,29.109863365195896]}"
00000000000000001e79,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.48335680912953,28.319701740323186]}"
00000000000000001e7a,0.7773,0.6009,0.8918,0.0651,STABLE NON-CROP (Rangeland),4,12.0,"{""type"":""Point"",""coordinates"":[81.0382355010788,29.360224052942673]}"
00000000000000001e7b,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[87.80066290817689,27.810896014619743]}"
00000000000000001e7c,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.25194237816625,28.37818285063913]}"
00000000000000001e7d,0.5487,0.1254,0.8808,0.1833,DISCARDED (Crop or Disturbance),4,23.0,"{""type"":""Point"",""coordinates"":[82.79264205595076,28.971608937033814]}"
00000000000000001e7e,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[84.46917041092429,28.528022023338075]}"
00000000000000001e7f,0.6412,0.2087,0.8824,0.1523,DISCARDED (Crop or Disturbance),4,14.0,"{""type"":""Point"",""coordinates"":[82.84034551902053,27.834341967958753]}"
00000000000000001e80,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.84727096654915,27.24900023177397]}"
00000000000000001e81,0.7236,0.2995,1.0097,0.1247,STABLE NON-CROP (Forest),4,14.0,"{""type"":""Point"",""coordinates"":[81.73083645400318,28.95355403686841]}"
00000000000000001e82,0.5799,0.3071,0.7915,0.1044,STABLE NON-CROP (Rangeland),4,16.0,"{""type"":""Point"",""coordinates"":[81.20612957394316,29.128997367816236]}"
00000000000000001e83,0.7778,0.5021,0.8894,0.0629,STABLE NON-CROP (Rangeland),4,14.0,"{""type"":""Point"",""coordinates"":[85.90530862810655,27.564040180300974]}"
00000000000000001e84,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[81.16489626650194,29.873609275428002]}"
00000000000000001e85,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.47735086360314,27.326887349874518]}"
00000000000000001e86,0.6858,0.3093,0.897,0.1573,STABLE NON-CROP (Forest),4,17.0,"{""type"":""Point"",""coordinates"":[82.91742108072935,27.879887226118658]}"
00000000000000001e87,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[84.10346615622805,28.503496967544113]}"
00000000000000001e88,0.7104,0.4285,0.8981,0.1133,STABLE NON-CROP (Rangeland),4,19.0,"{""type"":""Point"",""coordinates"":[82.68053579636609,28.609949086993034]}"
00000000000000001e89,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.197773218569,28.723406454196905]}"
00000000000000001e8a,0.6857,0.3159,0.971,0.1593,STABLE NON-CROP (Forest),4,17.0,"{""type"":""Point"",""coordinates"":[87.15953335871244,27.39237370794542]}"
00000000000000001e8b,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[84.40664935505393,28.66223204684468]}"
00000000000000001e8c,0.7519,0.4774,0.8977,0.0832,STABLE NON-CROP (Rangeland),4,15.0,"{""type"":""Point"",""coordinates"":[86.4499566080776,27.410428608110827]}"
00000000000000001e8d,0.7979,0.6459,0.9231,0.0582,STABLE NON-CROP (Rangeland),4,5.0,"{""type"":""Point"",""coordinates"":[80.40842760918906,29.483919516165265]}"
00000000000000001e8e,0.0068,-0.01,0.0235,0.0059,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[83.94069113137306,29.070244252336046]}"
00000000000000001e8f,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[81.8769032272109,30.3611272527023]}"
00000000000000001e90,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.05189865029918,27.825718066521397]}"
00000000000000001e91,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[87.07168014975746,26.681717854855645]}"
00000000000000001e92,0.6624,0.3804,0.8668,0.1263,STABLE NON-CROP (Rangeland),4,18.0,"{""type"":""Point"",""coordinates"":[87.72331534130382,27.256277484693197]}"
